backend,qubits,depth,repetition,shots,expected_state,logical_gate_count,transpiled_gate_count,success_probability,error_rate,counts,job_id
ibm_marrakesh,3,4,3,1000,000,49,3,0.996,0.0040000000000000036,"{'000': 996, '100': 2, '010': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,3,4,4,1000,000,49,3,0.998,0.0020000000000000018,"{'000': 998, '010': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,3,8,0,1000,000,89,3,0.997,0.0030000000000000027,"{'000': 997, '010': 3}",dambkidr85ps73fcicrg
ibm_marrakesh,3,8,1,1000,000,89,3,0.996,0.0040000000000000036,"{'000': 996, '001': 2, '010': 1, '100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,3,8,2,1000,000,89,3,0.997,0.0030000000000000027,"{'000': 997, '010': 3}",dambkidr85ps73fcicrg
ibm_marrakesh,3,8,3,1000,000,89,3,0.996,0.0040000000000000036,"{'000': 996, '010': 3, '001': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,3,8,4,1000,000,89,3,0.994,0.006000000000000005,"{'000': 994, '010': 2, '001': 3, '110': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,3,16,0,1000,000,169,3,0.992,0.008000000000000007,"{'000': 992, '001': 5, '010': 2, '100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,3,16,1,1000,000,169,3,0.993,0.007000000000000006,"{'000': 993, '010': 2, '100': 2, '001': 3}",dambkidr85ps73fcicrg
ibm_marrakesh,3,16,2,1000,000,169,3,0.997,0.0030000000000000027,"{'000': 997, '010': 2, '100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,3,16,3,1000,000,169,3,0.996,0.0040000000000000036,"{'000': 996, '010': 3, '001': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,3,16,4,1000,000,169,3,0.995,0.0050000000000000044,"{'000': 995, '001': 2, '010': 1, '100': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,3,32,0,1000,000,329,3,1.0,0.0,{'000': 1000},dambkidr85ps73fcicrg
ibm_marrakesh,3,32,1,1000,000,329,3,0.994,0.006000000000000005,"{'000': 994, '010': 3, '001': 1, '100': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,3,32,2,1000,000,329,3,0.993,0.007000000000000006,"{'000': 993, '001': 3, '100': 2, '010': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,3,32,3,1000,000,329,3,0.995,0.0050000000000000044,"{'000': 995, '010': 4, '001': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,3,32,4,1000,000,329,3,0.999,0.0010000000000000009,"{'000': 999, '100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,4,1,0,1000,0000,26,4,0.986,0.014000000000000012,"{'0000': 986, '1000': 10, '0001': 1, '0010': 2, '0100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,4,1,1,1000,0000,26,4,0.985,0.015000000000000013,"{'0000': 985, '1000': 8, '0010': 3, '0100': 1, '0001': 2, '1100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,4,1,2,1000,0000,26,4,0.991,0.009000000000000008,"{'0000': 991, '0010': 3, '1000': 4, '0001': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,4,1,3,1000,0000,26,4,0.99,0.010000000000000009,"{'0000': 990, '1000': 6, '0010': 2, '0001': 1, '0100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,4,1,4,1000,0000,26,4,0.989,0.01100000000000001,"{'0000': 989, '1000': 8, '0010': 3}",dambkidr85ps73fcicrg
ibm_marrakesh,4,2,0,1000,0000,40,4,0.994,0.006000000000000005,"{'0000': 994, '1000': 3, '0001': 2, '0010': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,4,2,1,1000,0000,40,4,0.993,0.007000000000000006,"{'0000': 993, '1000': 6, '0010': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,4,2,2,1000,0000,40,4,0.989,0.01100000000000001,"{'0000': 989, '1000': 6, '0001': 2, '1100': 1, '0100': 1, '0010': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,4,2,3,1000,0000,40,4,0.99,0.010000000000000009,"{'0000': 990, '1000': 8, '0001': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,4,2,4,1000,0000,40,4,0.989,0.01100000000000001,"{'0000': 989, '1000': 11}",dambkidr85ps73fcicrg
ibm_marrakesh,4,4,0,1000,0000,68,4,0.987,0.013000000000000012,"{'0000': 987, '1000': 7, '0010': 4, '0001': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,4,4,1,1000,0000,68,4,0.995,0.0050000000000000044,"{'0000': 995, '1000': 3, '0010': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,4,4,2,1000,0000,68,4,0.991,0.009000000000000008,"{'0000': 991, '1000': 4, '0100': 2, '0001': 2, '0010': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,4,4,3,1000,0000,68,4,0.992,0.008000000000000007,"{'0000': 992, '1000': 6, '0001': 1, '0010': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,4,4,4,1000,0000,68,4,0.992,0.008000000000000007,"{'0000': 992, '1000': 5, '0010': 2, '0001': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,4,8,0,1000,0000,124,4,0.99,0.010000000000000009,"{'0000': 990, '0100': 1, '1000': 7, '0001': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,4,8,1,1000,0000,124,4,0.989,0.01100000000000001,"{'0000': 989, '1000': 9, '0010': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,4,8,2,1000,0000,124,4,0.991,0.009000000000000008,"{'0000': 991, '0001': 1, '0010': 3, '1000': 4, '1100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,4,8,3,1000,0000,124,4,0.992,0.008000000000000007,"{'0000': 992, '1000': 7, '0001': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,4,8,4,1000,0000,124,4,0.988,0.01200000000000001,"{'0000': 988, '1000': 8, '0010': 1, '1100': 1, '0001': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,4,16,0,1000,0000,236,4,0.993,0.007000000000000006,"{'0000': 993, '1000': 5, '0001': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,4,16,1,1000,0000,236,4,0.99,0.010000000000000009,"{'0000': 990, '0010': 1, '1000': 6, '0001': 3}",dambkidr85ps73fcicrg
ibm_marrakesh,4,16,2,1000,0000,236,4,0.987,0.013000000000000012,"{'0000': 987, '0001': 1, '1000': 12}",dambkidr85ps73fcicrg
ibm_marrakesh,4,16,3,1000,0000,236,4,0.987,0.013000000000000012,"{'0000': 987, '1000': 8, '0100': 1, '0001': 3, '0010': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,4,16,4,1000,0000,236,4,0.987,0.013000000000000012,"{'0000': 987, '1000': 11, '0100': 1, '0001': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,4,32,0,1000,0000,460,4,0.991,0.009000000000000008,"{'0000': 991, '1000': 5, '0010': 2, '0001': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,4,32,1,1000,0000,460,4,0.989,0.01100000000000001,"{'0000': 989, '1000': 8, '0010': 3}",dambkidr85ps73fcicrg
ibm_marrakesh,4,32,2,1000,0000,460,4,0.992,0.008000000000000007,"{'0000': 992, '1000': 5, '0010': 3}",dambkidr85ps73fcicrg
ibm_marrakesh,4,32,3,1000,0000,460,4,0.99,0.010000000000000009,"{'0000': 990, '1000': 7, '0001': 1, '0100': 1, '0010': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,4,32,4,1000,0000,460,4,0.988,0.01200000000000001,"{'0000': 988, '0010': 2, '0001': 3, '1000': 6, '0100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,1,0,1000,00000,33,5,0.995,0.0050000000000000044,"{'00000': 995, '00010': 3, '00001': 1, '01000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,1,1,1000,00000,33,5,0.994,0.006000000000000005,"{'00000': 994, '01000': 3, '00100': 1, '00001': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,5,1,2,1000,00000,33,5,0.994,0.006000000000000005,"{'00000': 994, '01000': 3, '00010': 2, '10000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,1,3,1000,00000,33,5,0.99,0.010000000000000009,"{'00000': 990, '01000': 5, '00010': 2, '00001': 3}",dambkidr85ps73fcicrg
ibm_marrakesh,5,1,4,1000,00000,33,5,0.986,0.014000000000000012,"{'00000': 986, '01000': 9, '00001': 2, '00010': 2, '10000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,2,0,1000,00000,51,5,0.993,0.007000000000000006,"{'00000': 993, '01000': 4, '00001': 2, '10000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,2,1,1000,00000,51,5,0.991,0.009000000000000008,"{'00000': 991, '00100': 2, '01000': 7}",dambkidr85ps73fcicrg
ibm_marrakesh,5,2,2,1000,00000,51,5,0.989,0.01100000000000001,"{'00000': 989, '01000': 10, '00001': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,2,3,1000,00000,51,5,0.988,0.01200000000000001,"{'00000': 988, '01000': 10, '00010': 1, '00001': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,2,4,1000,00000,51,5,0.991,0.009000000000000008,"{'00000': 991, '00010': 3, '01000': 5, '01100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,4,0,1000,00000,87,5,0.989,0.01100000000000001,"{'00000': 989, '00011': 1, '00010': 4, '01000': 4, '10000': 1, '01100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,4,1,1000,00000,87,5,0.985,0.015000000000000013,"{'00000': 985, '00010': 1, '01000': 11, '10000': 1, '00001': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,5,4,2,1000,00000,87,5,0.987,0.013000000000000012,"{'00000': 987, '01000': 9, '00010': 2, '00100': 1, '00001': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,4,3,1000,00000,87,5,0.987,0.013000000000000012,"{'00000': 987, '00010': 3, '01000': 8, '00100': 1, '10000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,4,4,1000,00000,87,5,0.983,0.017000000000000015,"{'00000': 983, '01000': 11, '00001': 3, '00010': 2, '00100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,8,0,1000,00000,159,5,0.99,0.010000000000000009,"{'00000': 990, '01000': 7, '00010': 1, '10000': 1, '00001': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,8,1,1000,00000,159,5,0.99,0.010000000000000009,"{'00000': 990, '01000': 5, '00010': 2, '00001': 2, '00100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,8,2,1000,00000,159,5,0.992,0.008000000000000007,"{'00000': 992, '01000': 4, '00010': 3, '00001': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,8,3,1000,00000,159,5,0.983,0.017000000000000015,"{'00000': 983, '01000': 10, '00001': 5, '00010': 1, '10000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,8,4,1000,00000,159,5,0.988,0.01200000000000001,"{'00000': 988, '01000': 9, '00010': 3}",dambkidr85ps73fcicrg
ibm_marrakesh,5,16,0,1000,00000,303,5,0.986,0.014000000000000012,"{'00000': 986, '01000': 5, '10100': 1, '00001': 1, '00100': 1, '00010': 3, '10000': 1, '01100': 1, '11000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,16,1,1000,00000,303,5,0.988,0.01200000000000001,"{'00000': 988, '00001': 1, '01100': 1, '01000': 9, '10000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,16,2,1000,00000,303,5,0.993,0.007000000000000006,"{'00000': 993, '01000': 4, '00010': 3}",dambkidr85ps73fcicrg
ibm_marrakesh,5,16,3,1000,00000,303,5,0.988,0.01200000000000001,"{'00000': 988, '01000': 8, '10000': 2, '11000': 1, '00010': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,16,4,1000,00000,303,5,0.986,0.014000000000000012,"{'00000': 986, '01000': 10, '00001': 1, '00010': 3}",dambkidr85ps73fcicrg
ibm_marrakesh,5,32,0,1000,00000,591,5,0.991,0.009000000000000008,"{'00000': 991, '01000': 9}",dambkidr85ps73fcicrg
ibm_marrakesh,5,32,1,1000,00000,591,5,0.99,0.010000000000000009,"{'00000': 990, '00010': 2, '00111': 1, '01000': 6, '00100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,32,2,1000,00000,591,5,0.983,0.017000000000000015,"{'00000': 983, '01000': 11, '10000': 1, '01010': 1, '00001': 1, '00010': 3}",dambkidr85ps73fcicrg
ibm_marrakesh,5,32,3,1000,00000,591,5,0.991,0.009000000000000008,"{'00000': 991, '01000': 3, '00010': 3, '00001': 2, '10000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,5,32,4,1000,00000,591,5,0.989,0.01100000000000001,"{'00000': 989, '00001': 3, '01000': 4, '00010': 4}",dambkidr85ps73fcicrg
ibm_marrakesh,6,1,0,1000,000000,40,6,0.987,0.013000000000000012,"{'000000': 987, '000100': 1, '000001': 1, '100000': 2, '011100': 1, '001000': 7, '000010': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,1,1,1000,000000,40,6,0.991,0.009000000000000008,"{'000000': 991, '001000': 4, '100000': 4, '000100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,1,2,1000,000000,40,6,0.986,0.014000000000000012,"{'000000': 986, '001000': 2, '000001': 5, '000010': 4, '001010': 1, '100000': 1, '001001': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,1,3,1000,000000,40,6,0.984,0.016000000000000014,"{'000000': 984, '100000': 2, '010000': 1, '001000': 11, '000001': 1, '000100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,1,4,1000,000000,40,6,0.993,0.007000000000000006,"{'000000': 993, '001000': 4, '000010': 1, '100000': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,6,2,0,1000,000000,62,6,0.987,0.013000000000000012,"{'000000': 987, '000001': 2, '100000': 6, '000100': 1, '011000': 1, '001000': 3}",dambkidr85ps73fcicrg
ibm_marrakesh,6,2,1,1000,000000,62,6,0.981,0.019000000000000017,"{'000000': 981, '001000': 12, '100000': 4, '000001': 2, '010000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,2,2,1000,000000,62,6,0.989,0.01100000000000001,"{'000000': 989, '000001': 3, '100000': 3, '001000': 3, '000010': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,6,2,3,1000,000000,62,6,0.987,0.013000000000000012,"{'000000': 987, '100000': 3, '001000': 8, '000001': 1, '000010': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,2,4,1000,000000,62,6,0.984,0.016000000000000014,"{'000000': 984, '001000': 8, '100000': 4, '011000': 1, '000010': 3}",dambkidr85ps73fcicrg
ibm_marrakesh,6,4,0,1000,000000,106,6,0.982,0.018000000000000016,"{'000000': 982, '001000': 9, '100000': 6, '000010': 1, '010000': 1, '000100': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,4,1,1000,000000,106,6,0.989,0.01100000000000001,"{'000000': 989, '011100': 1, '001000': 6, '100010': 1, '100000': 2, '000010': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,4,2,1000,000000,106,6,0.981,0.019000000000000017,"{'000000': 981, '001000': 11, '000001': 4, '110000': 1, '010000': 1, '001010': 1, '100000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,4,3,1000,000000,106,6,0.985,0.015000000000000013,"{'000000': 985, '000010': 2, '100000': 3, '000001': 2, '001000': 7, '010000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,4,4,1000,000000,106,6,0.985,0.015000000000000013,"{'000000': 985, '001000': 4, '010000': 1, '000010': 2, '000001': 2, '100000': 5, '001010': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,8,0,1000,000000,194,6,0.988,0.01200000000000001,"{'000000': 988, '001000': 4, '000001': 1, '000010': 3, '100000': 1, '000100': 1, '010000': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,6,8,1,1000,000000,194,6,0.986,0.014000000000000012,"{'000000': 986, '001000': 8, '000001': 1, '000010': 2, '010000': 2, '100000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,8,2,1000,000000,194,6,0.984,0.016000000000000014,"{'001000': 13, '000000': 984, '100000': 1, '000001': 1, '000010': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,8,3,1000,000000,194,6,0.993,0.007000000000000006,"{'000000': 993, '100000': 2, '001000': 3, '000010': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,6,8,4,1000,000000,194,6,0.99,0.010000000000000009,"{'000000': 990, '100000': 3, '000001': 1, '001000': 3, '010000': 1, '000010': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,6,16,0,1000,000000,370,6,0.991,0.009000000000000008,"{'000000': 991, '000010': 1, '000001': 1, '001000': 5, '100000': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,6,16,1,1000,000000,370,6,0.988,0.01200000000000001,"{'000000': 988, '001000': 6, '010000': 2, '000010': 2, '000100': 1, '100000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,16,2,1000,000000,370,6,0.986,0.014000000000000012,"{'000000': 986, '001000': 7, '100000': 3, '000001': 1, '000010': 1, '010000': 1, '101000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,16,3,1000,000000,370,6,0.982,0.018000000000000016,"{'000000': 982, '001000': 12, '000001': 1, '000010': 1, '010000': 2, '000011': 1, '100000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,16,4,1000,000000,370,6,0.988,0.01200000000000001,"{'000000': 988, '001000': 5, '000100': 1, '000010': 2, '100000': 3, '011000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,32,0,1000,000000,722,6,0.989,0.01100000000000001,"{'000000': 989, '001000': 6, '100000': 3, '000010': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,6,32,1,1000,000000,722,6,0.989,0.01100000000000001,"{'000000': 989, '000010': 3, '100000': 2, '001000': 5, '000001': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,32,2,1000,000000,722,6,0.979,0.02100000000000002,"{'000000': 979, '001000': 9, '000010': 3, '010000': 1, '100000': 3, '000001': 4, '011000': 1}",dambkidr85ps73fcicrg
ibm_marrakesh,6,32,3,1000,000000,722,6,0.982,0.018000000000000016,"{'000000': 982, '001000': 10, '000010': 4, '000001': 1, '000100': 1, '100000': 2}",dambkidr85ps73fcicrg
ibm_marrakesh,6,32,4,1000,000000,722,6,0.981,0.019000000000000017,"{'000000': 981, '001000': 12, '100000': 4, '000010': 1, '010000': 1, '011000': 1}",dambkidr85ps73fcicrg
