qubits,depth,noise_model,gate_count,noise_probability,shots,repetition,seed,success_probability,fidelity
2,1,bit_flip,10,0.0,1000,0,0,1.0,1.0
2,1,bit_flip,10,0.0,1000,1,1,1.0,1.0
2,1,bit_flip,10,0.0,1000,2,2,1.0,1.0
2,1,bit_flip,10,0.0,1000,3,3,1.0,1.0
2,1,bit_flip,10,0.0,1000,4,4,1.0,1.0
2,1,bit_flip,10,0.001,1000,0,0,0.995,0.9949999999999999
2,1,bit_flip,10,0.001,1000,1,1,0.995,0.9949999999999999
2,1,bit_flip,10,0.001,1000,2,2,0.994,0.9939999999999999
2,1,bit_flip,10,0.001,1000,3,3,0.997,0.997
2,1,bit_flip,10,0.001,1000,4,4,0.997,0.997
2,1,bit_flip,10,0.002,1000,0,0,0.988,0.988
2,1,bit_flip,10,0.002,1000,1,1,0.989,0.989
2,1,bit_flip,10,0.002,1000,2,2,0.99,0.99
2,1,bit_flip,10,0.002,1000,3,3,0.994,0.9939999999999999
2,1,bit_flip,10,0.002,1000,4,4,0.994,0.9939999999999999
2,1,bit_flip,10,0.005,1000,0,0,0.977,0.9770000000000001
2,1,bit_flip,10,0.005,1000,1,1,0.972,0.972
2,1,bit_flip,10,0.005,1000,2,2,0.98,0.9800000000000001
2,1,bit_flip,10,0.005,1000,3,3,0.977,0.9770000000000001
2,1,bit_flip,10,0.005,1000,4,4,0.98,0.9800000000000001
2,1,bit_flip,10,0.01,1000,0,0,0.956,0.9559999999999998
2,1,bit_flip,10,0.01,1000,1,1,0.955,0.9550000000000001
2,1,bit_flip,10,0.01,1000,2,2,0.956,0.9559999999999998
2,1,bit_flip,10,0.01,1000,3,3,0.96,0.96
2,1,bit_flip,10,0.01,1000,4,4,0.961,0.9609999999999999
2,1,bit_flip,10,0.02,1000,0,0,0.922,0.922
2,1,bit_flip,10,0.02,1000,1,1,0.923,0.9229999999999999
2,1,bit_flip,10,0.02,1000,2,2,0.917,0.917
2,1,bit_flip,10,0.02,1000,3,3,0.923,0.9229999999999999
2,1,bit_flip,10,0.02,1000,4,4,0.922,0.922
2,1,bit_flip,10,0.05,1000,0,0,0.825,0.825
2,1,bit_flip,10,0.05,1000,1,1,0.832,0.8319999999999999
2,1,bit_flip,10,0.05,1000,2,2,0.811,0.8109999999999999
2,1,bit_flip,10,0.05,1000,3,3,0.819,0.819
2,1,bit_flip,10,0.05,1000,4,4,0.809,0.809
2,1,bit_flip,10,0.1,1000,0,0,0.667,0.6670000000000001
2,1,bit_flip,10,0.1,1000,1,1,0.682,0.682
2,1,bit_flip,10,0.1,1000,2,2,0.664,0.6640000000000001
2,1,bit_flip,10,0.1,1000,3,3,0.672,0.672
2,1,bit_flip,10,0.1,1000,4,4,0.642,0.642
2,2,bit_flip,16,0.0,1000,0,0,1.0,1.0
2,2,bit_flip,16,0.0,1000,1,1,1.0,1.0
2,2,bit_flip,16,0.0,1000,2,2,1.0,1.0
2,2,bit_flip,16,0.0,1000,3,3,1.0,1.0
2,2,bit_flip,16,0.0,1000,4,4,1.0,1.0
2,2,bit_flip,16,0.001,1000,0,0,0.988,0.988
2,2,bit_flip,16,0.001,1000,1,1,0.986,0.986
2,2,bit_flip,16,0.001,1000,2,2,0.988,0.988
2,2,bit_flip,16,0.001,1000,3,3,0.991,0.9909999999999999
2,2,bit_flip,16,0.001,1000,4,4,0.992,0.992
2,2,bit_flip,16,0.002,1000,0,0,0.978,0.9779999999999999
2,2,bit_flip,16,0.002,1000,1,1,0.972,0.972
2,2,bit_flip,16,0.002,1000,2,2,0.98,0.9800000000000001
2,2,bit_flip,16,0.002,1000,3,3,0.977,0.9770000000000001
2,2,bit_flip,16,0.002,1000,4,4,0.981,0.9809999999999999
2,2,bit_flip,16,0.005,1000,0,0,0.949,0.949
2,2,bit_flip,16,0.005,1000,1,1,0.945,0.945
2,2,bit_flip,16,0.005,1000,2,2,0.946,0.946
2,2,bit_flip,16,0.005,1000,3,3,0.952,0.9519999999999998
2,2,bit_flip,16,0.005,1000,4,4,0.956,0.9559999999999998
2,2,bit_flip,16,0.01,1000,0,0,0.909,0.909
2,2,bit_flip,16,0.01,1000,1,1,0.905,0.905
2,2,bit_flip,16,0.01,1000,2,2,0.906,0.9059999999999999
2,2,bit_flip,16,0.01,1000,3,3,0.907,0.907
2,2,bit_flip,16,0.01,1000,4,4,0.899,0.899
2,2,bit_flip,16,0.02,1000,0,0,0.83,0.8300000000000001
2,2,bit_flip,16,0.02,1000,1,1,0.836,0.836
2,2,bit_flip,16,0.02,1000,2,2,0.814,0.8139999999999998
2,2,bit_flip,16,0.02,1000,3,3,0.825,0.825
2,2,bit_flip,16,0.02,1000,4,4,0.814,0.8139999999999998
2,2,bit_flip,16,0.05,1000,0,0,0.621,0.621
2,2,bit_flip,16,0.05,1000,1,1,0.629,0.6290000000000001
2,2,bit_flip,16,0.05,1000,2,2,0.632,0.6320000000000001
2,2,bit_flip,16,0.05,1000,3,3,0.629,0.6290000000000001
2,2,bit_flip,16,0.05,1000,4,4,0.598,0.598
2,2,bit_flip,16,0.1,1000,0,0,0.392,0.392
2,2,bit_flip,16,0.1,1000,1,1,0.38,0.38
2,2,bit_flip,16,0.1,1000,2,2,0.422,0.42200000000000004
2,2,bit_flip,16,0.1,1000,3,3,0.406,0.406
2,2,bit_flip,16,0.1,1000,4,4,0.413,0.413
2,4,bit_flip,28,0.0,1000,0,0,1.0,1.0
2,4,bit_flip,28,0.0,1000,1,1,1.0,1.0
2,4,bit_flip,28,0.0,1000,2,2,1.0,1.0
2,4,bit_flip,28,0.0,1000,3,3,1.0,1.0
2,4,bit_flip,28,0.0,1000,4,4,1.0,1.0
2,4,bit_flip,28,0.001,1000,0,0,0.981,0.9809999999999999
2,4,bit_flip,28,0.001,1000,1,1,0.975,0.975
2,4,bit_flip,28,0.001,1000,2,2,0.983,0.983
2,4,bit_flip,28,0.001,1000,3,3,0.977,0.9770000000000001
2,4,bit_flip,28,0.001,1000,4,4,0.982,0.9820000000000001
2,4,bit_flip,28,0.002,1000,0,0,0.958,0.9580000000000001
2,4,bit_flip,28,0.002,1000,1,1,0.959,0.9590000000000001
2,4,bit_flip,28,0.002,1000,2,2,0.959,0.9590000000000001
2,4,bit_flip,28,0.002,1000,3,3,0.962,0.9620000000000001
2,4,bit_flip,28,0.002,1000,4,4,0.963,0.9629999999999999
2,4,bit_flip,28,0.005,1000,0,0,0.918,0.918
2,4,bit_flip,28,0.005,1000,1,1,0.914,0.9139999999999999
2,4,bit_flip,28,0.005,1000,2,2,0.913,0.9129999999999999
2,4,bit_flip,28,0.005,1000,3,3,0.915,0.9150000000000001
2,4,bit_flip,28,0.005,1000,4,4,0.913,0.9129999999999999
2,4,bit_flip,28,0.01,1000,0,0,0.85,0.8500000000000001
2,4,bit_flip,28,0.01,1000,1,1,0.85,0.8500000000000001
2,4,bit_flip,28,0.01,1000,2,2,0.833,0.833
2,4,bit_flip,28,0.01,1000,3,3,0.845,0.845
2,4,bit_flip,28,0.01,1000,4,4,0.83,0.8300000000000001
2,4,bit_flip,28,0.02,1000,0,0,0.713,0.713
2,4,bit_flip,28,0.02,1000,1,1,0.726,0.726
2,4,bit_flip,28,0.02,1000,2,2,0.703,0.703
2,4,bit_flip,28,0.02,1000,3,3,0.712,0.712
2,4,bit_flip,28,0.02,1000,4,4,0.692,0.692
2,4,bit_flip,28,0.05,1000,0,0,0.449,0.44899999999999995
2,4,bit_flip,28,0.05,1000,1,1,0.424,0.42399999999999993
2,4,bit_flip,28,0.05,1000,2,2,0.47,0.47000000000000003
2,4,bit_flip,28,0.05,1000,3,3,0.454,0.45400000000000007
2,4,bit_flip,28,0.05,1000,4,4,0.452,0.45199999999999996
2,4,bit_flip,28,0.1,1000,0,0,0.277,0.277
2,4,bit_flip,28,0.1,1000,1,1,0.277,0.277
2,4,bit_flip,28,0.1,1000,2,2,0.291,0.29100000000000004
2,4,bit_flip,28,0.1,1000,3,3,0.289,0.2889999999999999
2,4,bit_flip,28,0.1,1000,4,4,0.3,0.29999999999999993
2,8,bit_flip,52,0.0,1000,0,0,1.0,1.0
2,8,bit_flip,52,0.0,1000,1,1,1.0,1.0
2,8,bit_flip,52,0.0,1000,2,2,1.0,1.0
2,8,bit_flip,52,0.0,1000,3,3,1.0,1.0
2,8,bit_flip,52,0.0,1000,4,4,1.0,1.0
2,8,bit_flip,52,0.001,1000,0,0,0.961,0.9609999999999999
2,8,bit_flip,52,0.001,1000,1,1,0.963,0.9629999999999999
2,8,bit_flip,52,0.001,1000,2,2,0.96,0.96
2,8,bit_flip,52,0.001,1000,3,3,0.963,0.9629999999999999
2,8,bit_flip,52,0.001,1000,4,4,0.964,0.964
2,8,bit_flip,52,0.002,1000,0,0,0.936,0.9359999999999999
2,8,bit_flip,52,0.002,1000,1,1,0.93,0.9300000000000002
2,8,bit_flip,52,0.002,1000,2,2,0.93,0.9300000000000002
2,8,bit_flip,52,0.002,1000,3,3,0.932,0.932
2,8,bit_flip,52,0.002,1000,4,4,0.939,0.939
2,8,bit_flip,52,0.005,1000,0,0,0.862,0.8619999999999999
2,8,bit_flip,52,0.005,1000,1,1,0.853,0.8529999999999999
2,8,bit_flip,52,0.005,1000,2,2,0.842,0.8419999999999999
2,8,bit_flip,52,0.005,1000,3,3,0.85,0.8500000000000001
2,8,bit_flip,52,0.005,1000,4,4,0.837,0.837
2,8,bit_flip,52,0.01,1000,0,0,0.725,0.7249999999999999
2,8,bit_flip,52,0.01,1000,1,1,0.741,0.7410000000000001
2,8,bit_flip,52,0.01,1000,2,2,0.726,0.726
2,8,bit_flip,52,0.01,1000,3,3,0.73,0.73
2,8,bit_flip,52,0.01,1000,4,4,0.707,0.707
2,8,bit_flip,52,0.02,1000,0,0,0.539,0.539
2,8,bit_flip,52,0.02,1000,1,1,0.545,0.545
2,8,bit_flip,52,0.02,1000,2,2,0.559,0.559
2,8,bit_flip,52,0.02,1000,3,3,0.552,0.552
2,8,bit_flip,52,0.02,1000,4,4,0.524,0.5240000000000001
2,8,bit_flip,52,0.05,1000,0,0,0.289,0.2889999999999999
2,8,bit_flip,52,0.05,1000,1,1,0.287,0.2869999999999999
2,8,bit_flip,52,0.05,1000,2,2,0.308,0.308
2,8,bit_flip,52,0.05,1000,3,3,0.304,0.304
2,8,bit_flip,52,0.05,1000,4,4,0.313,0.31299999999999994
2,8,bit_flip,52,0.1,1000,0,0,0.236,0.236
2,8,bit_flip,52,0.1,1000,1,1,0.234,0.23399999999999999
2,8,bit_flip,52,0.1,1000,2,2,0.256,0.25599999999999995
2,8,bit_flip,52,0.1,1000,3,3,0.239,0.23899999999999996
2,8,bit_flip,52,0.1,1000,4,4,0.245,0.24500000000000002
2,16,bit_flip,100,0.0,1000,0,0,1.0,1.0
2,16,bit_flip,100,0.0,1000,1,1,1.0,1.0
2,16,bit_flip,100,0.0,1000,2,2,1.0,1.0
2,16,bit_flip,100,0.0,1000,3,3,1.0,1.0
2,16,bit_flip,100,0.0,1000,4,4,1.0,1.0
2,16,bit_flip,100,0.001,1000,0,0,0.937,0.937
2,16,bit_flip,100,0.001,1000,1,1,0.931,0.9309999999999999
2,16,bit_flip,100,0.001,1000,2,2,0.931,0.9309999999999999
2,16,bit_flip,100,0.001,1000,3,3,0.936,0.9359999999999999
2,16,bit_flip,100,0.001,1000,4,4,0.942,0.942
2,16,bit_flip,100,0.002,1000,0,0,0.887,0.887
2,16,bit_flip,100,0.002,1000,1,1,0.878,0.878
2,16,bit_flip,100,0.002,1000,2,2,0.881,0.881
2,16,bit_flip,100,0.002,1000,3,3,0.88,0.8800000000000001
2,16,bit_flip,100,0.002,1000,4,4,0.865,0.865
2,16,bit_flip,100,0.005,1000,0,0,0.731,0.7310000000000001
2,16,bit_flip,100,0.005,1000,1,1,0.749,0.749
2,16,bit_flip,100,0.005,1000,2,2,0.728,0.7279999999999999
2,16,bit_flip,100,0.005,1000,3,3,0.747,0.747
2,16,bit_flip,100,0.005,1000,4,4,0.712,0.712
2,16,bit_flip,100,0.01,1000,0,0,0.554,0.554
2,16,bit_flip,100,0.01,1000,1,1,0.554,0.554
2,16,bit_flip,100,0.01,1000,2,2,0.569,0.569
2,16,bit_flip,100,0.01,1000,3,3,0.561,0.561
2,16,bit_flip,100,0.01,1000,4,4,0.533,0.533
2,16,bit_flip,100,0.02,1000,0,0,0.34,0.3400000000000001
2,16,bit_flip,100,0.02,1000,1,1,0.339,0.3390000000000001
2,16,bit_flip,100,0.02,1000,2,2,0.366,0.366
2,16,bit_flip,100,0.02,1000,3,3,0.364,0.36400000000000005
2,16,bit_flip,100,0.02,1000,4,4,0.364,0.36400000000000005
2,16,bit_flip,100,0.05,1000,0,0,0.24,0.24
2,16,bit_flip,100,0.05,1000,1,1,0.235,0.235
2,16,bit_flip,100,0.05,1000,2,2,0.258,0.258
2,16,bit_flip,100,0.05,1000,3,3,0.244,0.24400000000000002
2,16,bit_flip,100,0.05,1000,4,4,0.248,0.248
2,16,bit_flip,100,0.1,1000,0,0,0.232,0.232
2,16,bit_flip,100,0.1,1000,1,1,0.23,0.23
2,16,bit_flip,100,0.1,1000,2,2,0.252,0.25199999999999995
2,16,bit_flip,100,0.1,1000,3,3,0.236,0.236
2,16,bit_flip,100,0.1,1000,4,4,0.242,0.242
2,32,bit_flip,196,0.0,1000,0,0,1.0,1.0
2,32,bit_flip,196,0.0,1000,1,1,1.0,1.0
2,32,bit_flip,196,0.0,1000,2,2,1.0,1.0
2,32,bit_flip,196,0.0,1000,3,3,1.0,1.0
2,32,bit_flip,196,0.0,1000,4,4,1.0,1.0
2,32,bit_flip,196,0.001,1000,0,0,0.887,0.887
2,32,bit_flip,196,0.001,1000,1,1,0.88,0.8800000000000001
2,32,bit_flip,196,0.001,1000,2,2,0.883,0.883
2,32,bit_flip,196,0.001,1000,3,3,0.885,0.8849999999999999
2,32,bit_flip,196,0.001,1000,4,4,0.867,0.867
2,32,bit_flip,196,0.002,1000,0,0,0.78,0.78
2,32,bit_flip,196,0.002,1000,1,1,0.798,0.798
2,32,bit_flip,196,0.002,1000,2,2,0.776,0.776
2,32,bit_flip,196,0.002,1000,3,3,0.782,0.7819999999999999
2,32,bit_flip,196,0.002,1000,4,4,0.762,0.7620000000000001
2,32,bit_flip,196,0.005,1000,0,0,0.559,0.559
2,32,bit_flip,196,0.005,1000,1,1,0.562,0.562
2,32,bit_flip,196,0.005,1000,2,2,0.571,0.571
2,32,bit_flip,196,0.005,1000,3,3,0.565,0.5649999999999998
2,32,bit_flip,196,0.005,1000,4,4,0.54,0.54
2,32,bit_flip,196,0.01,1000,0,0,0.347,0.347
2,32,bit_flip,196,0.01,1000,1,1,0.345,0.34500000000000003
2,32,bit_flip,196,0.01,1000,2,2,0.377,0.37700000000000006
2,32,bit_flip,196,0.01,1000,3,3,0.371,0.37099999999999994
2,32,bit_flip,196,0.01,1000,4,4,0.373,0.37300000000000005
2,32,bit_flip,196,0.02,1000,0,0,0.251,0.25099999999999995
2,32,bit_flip,196,0.02,1000,1,1,0.252,0.25199999999999995
2,32,bit_flip,196,0.02,1000,2,2,0.268,0.268
2,32,bit_flip,196,0.02,1000,3,3,0.26,0.26
2,32,bit_flip,196,0.02,1000,4,4,0.264,0.26400000000000007
2,32,bit_flip,196,0.05,1000,0,0,0.232,0.232
2,32,bit_flip,196,0.05,1000,1,1,0.23,0.23
2,32,bit_flip,196,0.05,1000,2,2,0.252,0.25199999999999995
2,32,bit_flip,196,0.05,1000,3,3,0.236,0.236
2,32,bit_flip,196,0.05,1000,4,4,0.242,0.242
2,32,bit_flip,196,0.1,1000,0,0,0.232,0.232
2,32,bit_flip,196,0.1,1000,1,1,0.229,0.229
2,32,bit_flip,196,0.1,1000,2,2,0.252,0.25199999999999995
2,32,bit_flip,196,0.1,1000,3,3,0.236,0.236
2,32,bit_flip,196,0.1,1000,4,4,0.242,0.242
3,1,bit_flip,16,0.0,1000,0,0,1.0,1.0
3,1,bit_flip,16,0.0,1000,1,1,1.0,1.0
3,1,bit_flip,16,0.0,1000,2,2,1.0,1.0
3,1,bit_flip,16,0.0,1000,3,3,1.0,1.0
3,1,bit_flip,16,0.0,1000,4,4,1.0,1.0
3,1,bit_flip,16,0.001,1000,0,0,0.993,0.993
3,1,bit_flip,16,0.001,1000,1,1,0.994,0.9939999999999999
3,1,bit_flip,16,0.001,1000,2,2,0.994,0.9939999999999999
3,1,bit_flip,16,0.001,1000,3,3,0.996,0.9960000000000001
3,1,bit_flip,16,0.001,1000,4,4,0.996,0.9960000000000001
3,1,bit_flip,16,0.002,1000,0,0,0.988,0.988
3,1,bit_flip,16,0.002,1000,1,1,0.981,0.9809999999999999
3,1,bit_flip,16,0.002,1000,2,2,0.986,0.986
3,1,bit_flip,16,0.002,1000,3,3,0.982,0.9820000000000001
3,1,bit_flip,16,0.002,1000,4,4,0.99,0.99
3,1,bit_flip,16,0.005,1000,0,0,0.964,0.964
3,1,bit_flip,16,0.005,1000,1,1,0.967,0.9670000000000001
3,1,bit_flip,16,0.005,1000,2,2,0.966,0.966
3,1,bit_flip,16,0.005,1000,3,3,0.968,0.968
3,1,bit_flip,16,0.005,1000,4,4,0.966,0.966
3,1,bit_flip,16,0.01,1000,0,0,0.939,0.939
3,1,bit_flip,16,0.01,1000,1,1,0.934,0.9340000000000002
3,1,bit_flip,16,0.01,1000,2,2,0.937,0.937
3,1,bit_flip,16,0.01,1000,3,3,0.942,0.942
3,1,bit_flip,16,0.01,1000,4,4,0.947,0.9469999999999998
3,1,bit_flip,16,0.02,1000,0,0,0.894,0.894
3,1,bit_flip,16,0.02,1000,1,1,0.885,0.8849999999999999
3,1,bit_flip,16,0.02,1000,2,2,0.885,0.8849999999999999
3,1,bit_flip,16,0.02,1000,3,3,0.889,0.8889999999999999
3,1,bit_flip,16,0.02,1000,4,4,0.872,0.8720000000000001
3,1,bit_flip,16,0.05,1000,0,0,0.736,0.736
3,1,bit_flip,16,0.05,1000,1,1,0.753,0.753
3,1,bit_flip,16,0.05,1000,2,2,0.734,0.7339999999999999
3,1,bit_flip,16,0.05,1000,3,3,0.755,0.755
3,1,bit_flip,16,0.05,1000,4,4,0.715,0.7150000000000001
3,1,bit_flip,16,0.1,1000,0,0,0.531,0.5310000000000001
3,1,bit_flip,16,0.1,1000,1,1,0.539,0.539
3,1,bit_flip,16,0.1,1000,2,2,0.551,0.551
3,1,bit_flip,16,0.1,1000,3,3,0.542,0.542
3,1,bit_flip,16,0.1,1000,4,4,0.517,0.5170000000000001
3,2,bit_flip,26,0.0,1000,0,0,1.0,1.0
3,2,bit_flip,26,0.0,1000,1,1,1.0,1.0
3,2,bit_flip,26,0.0,1000,2,2,1.0,1.0
3,2,bit_flip,26,0.0,1000,3,3,1.0,1.0
3,2,bit_flip,26,0.0,1000,4,4,1.0,1.0
3,2,bit_flip,26,0.001,1000,0,0,0.982,0.9820000000000001
3,2,bit_flip,26,0.001,1000,1,1,0.975,0.975
3,2,bit_flip,26,0.001,1000,2,2,0.984,0.984
3,2,bit_flip,26,0.001,1000,3,3,0.977,0.9770000000000001
3,2,bit_flip,26,0.001,1000,4,4,0.984,0.984
3,2,bit_flip,26,0.002,1000,0,0,0.959,0.9590000000000001
3,2,bit_flip,26,0.002,1000,1,1,0.963,0.9629999999999999
3,2,bit_flip,26,0.002,1000,2,2,0.96,0.96
3,2,bit_flip,26,0.002,1000,3,3,0.963,0.9629999999999999
3,2,bit_flip,26,0.002,1000,4,4,0.964,0.964
3,2,bit_flip,26,0.005,1000,0,0,0.921,0.9210000000000002
3,2,bit_flip,26,0.005,1000,1,1,0.92,0.92
3,2,bit_flip,26,0.005,1000,2,2,0.915,0.9150000000000001
3,2,bit_flip,26,0.005,1000,3,3,0.92,0.92
3,2,bit_flip,26,0.005,1000,4,4,0.919,0.9189999999999999
3,2,bit_flip,26,0.01,1000,0,0,0.859,0.859
3,2,bit_flip,26,0.01,1000,1,1,0.852,0.8520000000000001
3,2,bit_flip,26,0.01,1000,2,2,0.839,0.839
3,2,bit_flip,26,0.01,1000,3,3,0.848,0.848
3,2,bit_flip,26,0.01,1000,4,4,0.837,0.837
3,2,bit_flip,26,0.02,1000,0,0,0.718,0.718
3,2,bit_flip,26,0.02,1000,1,1,0.736,0.736
3,2,bit_flip,26,0.02,1000,2,2,0.714,0.7140000000000001
3,2,bit_flip,26,0.02,1000,3,3,0.716,0.7160000000000001
3,2,bit_flip,26,0.02,1000,4,4,0.7,0.7000000000000001
3,2,bit_flip,26,0.05,1000,0,0,0.426,0.426
3,2,bit_flip,26,0.05,1000,1,1,0.405,0.40499999999999997
3,2,bit_flip,26,0.05,1000,2,2,0.455,0.45500000000000007
3,2,bit_flip,26,0.05,1000,3,3,0.436,0.43600000000000005
3,2,bit_flip,26,0.05,1000,4,4,0.439,0.43899999999999995
3,2,bit_flip,26,0.1,1000,0,0,0.222,0.22199999999999998
3,2,bit_flip,26,0.1,1000,1,1,0.215,0.215
3,2,bit_flip,26,0.1,1000,2,2,0.245,0.24500000000000002
3,2,bit_flip,26,0.1,1000,3,3,0.226,0.22599999999999998
3,2,bit_flip,26,0.1,1000,4,4,0.226,0.22599999999999998
3,4,bit_flip,46,0.0,1000,0,0,1.0,1.0
3,4,bit_flip,46,0.0,1000,1,1,1.0,1.0
3,4,bit_flip,46,0.0,1000,2,2,1.0,1.0
3,4,bit_flip,46,0.0,1000,3,3,1.0,1.0
3,4,bit_flip,46,0.0,1000,4,4,1.0,1.0
3,4,bit_flip,46,0.001,1000,0,0,0.961,0.9609999999999999
3,4,bit_flip,46,0.001,1000,1,1,0.966,0.966
3,4,bit_flip,46,0.001,1000,2,2,0.964,0.964
3,4,bit_flip,46,0.001,1000,3,3,0.966,0.966
3,4,bit_flip,46,0.001,1000,4,4,0.965,0.965
3,4,bit_flip,46,0.002,1000,0,0,0.939,0.939
3,4,bit_flip,46,0.002,1000,1,1,0.931,0.9309999999999999
3,4,bit_flip,46,0.002,1000,2,2,0.935,0.9349999999999999
3,4,bit_flip,46,0.002,1000,3,3,0.939,0.939
3,4,bit_flip,46,0.002,1000,4,4,0.946,0.946
3,4,bit_flip,46,0.005,1000,0,0,0.876,0.8759999999999999
3,4,bit_flip,46,0.005,1000,1,1,0.861,0.861
3,4,bit_flip,46,0.005,1000,2,2,0.857,0.8570000000000001
3,4,bit_flip,46,0.005,1000,3,3,0.855,0.855
3,4,bit_flip,46,0.005,1000,4,4,0.853,0.8529999999999999
3,4,bit_flip,46,0.01,1000,0,0,0.737,0.737
3,4,bit_flip,46,0.01,1000,1,1,0.755,0.755
3,4,bit_flip,46,0.01,1000,2,2,0.734,0.7339999999999999
3,4,bit_flip,46,0.01,1000,3,3,0.755,0.755
3,4,bit_flip,46,0.01,1000,4,4,0.715,0.7150000000000001
3,4,bit_flip,46,0.02,1000,0,0,0.544,0.544
3,4,bit_flip,46,0.02,1000,1,1,0.549,0.5490000000000002
3,4,bit_flip,46,0.02,1000,2,2,0.564,0.564
3,4,bit_flip,46,0.02,1000,3,3,0.555,0.555
3,4,bit_flip,46,0.02,1000,4,4,0.53,0.53
3,4,bit_flip,46,0.05,1000,0,0,0.248,0.248
3,4,bit_flip,46,0.05,1000,1,1,0.244,0.24400000000000002
3,4,bit_flip,46,0.05,1000,2,2,0.264,0.26400000000000007
3,4,bit_flip,46,0.05,1000,3,3,0.255,0.255
3,4,bit_flip,46,0.05,1000,4,4,0.26,0.26
3,4,bit_flip,46,0.1,1000,0,0,0.135,0.135
3,4,bit_flip,46,0.1,1000,1,1,0.128,0.128
3,4,bit_flip,46,0.1,1000,2,2,0.142,0.14200000000000002
3,4,bit_flip,46,0.1,1000,3,3,0.135,0.135
3,4,bit_flip,46,0.1,1000,4,4,0.141,0.141
3,8,bit_flip,86,0.0,1000,0,0,1.0,1.0
3,8,bit_flip,86,0.0,1000,1,1,1.0,1.0
3,8,bit_flip,86,0.0,1000,2,2,1.0,1.0
3,8,bit_flip,86,0.0,1000,3,3,1.0,1.0
3,8,bit_flip,86,0.0,1000,4,4,1.0,1.0
3,8,bit_flip,86,0.001,1000,0,0,0.939,0.939
3,8,bit_flip,86,0.001,1000,1,1,0.936,0.9359999999999999
3,8,bit_flip,86,0.001,1000,2,2,0.939,0.939
3,8,bit_flip,86,0.001,1000,3,3,0.944,0.944
3,8,bit_flip,86,0.001,1000,4,4,0.947,0.9469999999999998
3,8,bit_flip,86,0.002,1000,0,0,0.895,0.895
3,8,bit_flip,86,0.002,1000,1,1,0.889,0.8889999999999999
3,8,bit_flip,86,0.002,1000,2,2,0.886,0.886
3,8,bit_flip,86,0.002,1000,3,3,0.895,0.895
3,8,bit_flip,86,0.002,1000,4,4,0.879,0.8790000000000001
3,8,bit_flip,86,0.005,1000,0,0,0.751,0.751
3,8,bit_flip,86,0.005,1000,1,1,0.768,0.768
3,8,bit_flip,86,0.005,1000,2,2,0.749,0.749
3,8,bit_flip,86,0.005,1000,3,3,0.764,0.764
3,8,bit_flip,86,0.005,1000,4,4,0.723,0.723
3,8,bit_flip,86,0.01,1000,0,0,0.565,0.5649999999999998
3,8,bit_flip,86,0.01,1000,1,1,0.568,0.5680000000000001
3,8,bit_flip,86,0.01,1000,2,2,0.581,0.581
3,8,bit_flip,86,0.01,1000,3,3,0.571,0.571
3,8,bit_flip,86,0.01,1000,4,4,0.544,0.544
3,8,bit_flip,86,0.02,1000,0,0,0.321,0.321
3,8,bit_flip,86,0.02,1000,1,1,0.316,0.31599999999999995
3,8,bit_flip,86,0.02,1000,2,2,0.345,0.34500000000000003
3,8,bit_flip,86,0.02,1000,3,3,0.343,0.343
3,8,bit_flip,86,0.02,1000,4,4,0.343,0.343
3,8,bit_flip,86,0.05,1000,0,0,0.146,0.146
3,8,bit_flip,86,0.05,1000,1,1,0.135,0.135
3,8,bit_flip,86,0.05,1000,2,2,0.15,0.15000000000000002
3,8,bit_flip,86,0.05,1000,3,3,0.14,0.14
3,8,bit_flip,86,0.05,1000,4,4,0.149,0.149
3,8,bit_flip,86,0.1,1000,0,0,0.118,0.11799999999999998
3,8,bit_flip,86,0.1,1000,1,1,0.102,0.10200000000000001
3,8,bit_flip,86,0.1,1000,2,2,0.123,0.12299999999999998
3,8,bit_flip,86,0.1,1000,3,3,0.119,0.119
3,8,bit_flip,86,0.1,1000,4,4,0.13,0.13000000000000003
3,16,bit_flip,166,0.0,1000,0,0,1.0,1.0
3,16,bit_flip,166,0.0,1000,1,1,1.0,1.0
3,16,bit_flip,166,0.0,1000,2,2,1.0,1.0
3,16,bit_flip,166,0.0,1000,3,3,1.0,1.0
3,16,bit_flip,166,0.0,1000,4,4,1.0,1.0
3,16,bit_flip,166,0.001,1000,0,0,0.896,0.896
3,16,bit_flip,166,0.001,1000,1,1,0.892,0.8919999999999999
3,16,bit_flip,166,0.001,1000,2,2,0.889,0.8889999999999999
3,16,bit_flip,166,0.001,1000,3,3,0.896,0.896
3,16,bit_flip,166,0.001,1000,4,4,0.882,0.8819999999999999
3,16,bit_flip,166,0.002,1000,0,0,0.811,0.8109999999999999
3,16,bit_flip,166,0.002,1000,1,1,0.816,0.8159999999999998
3,16,bit_flip,166,0.002,1000,2,2,0.794,0.794
3,16,bit_flip,166,0.002,1000,3,3,0.803,0.8029999999999999
3,16,bit_flip,166,0.002,1000,4,4,0.79,0.79
3,16,bit_flip,166,0.005,1000,0,0,0.572,0.572
3,16,bit_flip,166,0.005,1000,1,1,0.577,0.5770000000000001
3,16,bit_flip,166,0.005,1000,2,2,0.588,0.588
3,16,bit_flip,166,0.005,1000,3,3,0.583,0.583
3,16,bit_flip,166,0.005,1000,4,4,0.555,0.555
3,16,bit_flip,166,0.01,1000,0,0,0.33,0.32999999999999996
3,16,bit_flip,166,0.01,1000,1,1,0.324,0.32400000000000007
