qubits,depth,noise_model,noise_probability,mean_success,std_success,mean_fidelity,std_fidelity,mean_error_rate
2,16,bit_flip,0.1,0.2384,0.008876936408468853,0.2384,0.008876936408468816,0.7616
2,16,depolarizing,0.0,1.0,0.0,1.0,0.0,0.0
2,16,depolarizing,0.001,0.943,0.004636809247747821,0.943,0.004636809247747821,0.05700000000000005
2,16,depolarizing,0.002,0.8912000000000001,0.0060580524923444295,0.8911999999999999,0.006058052492344377,0.1087999999999999
2,16,depolarizing,0.005,0.761,0.016015617378046968,0.761,0.016015617378047006,0.239
2,16,depolarizing,0.01,0.5912,0.013917614738165458,0.5912,0.013917614738165489,0.40880000000000005
2,16,depolarizing,0.02,0.3888,0.01700588133558507,0.3888,0.017005881335585067,0.6112
2,16,depolarizing,0.05,0.252,0.010148891565092235,0.25199999999999995,0.010148891565092258,0.748
2,16,depolarizing,0.1,0.2384,0.008876936408468853,0.2384,0.008876936408468816,0.7616
2,16,phase_flip,0.0,1.0,0.0,1.0,0.0,0.0
2,16,phase_flip,0.001,0.9354000000000001,0.004615192303685693,0.9354000000000001,0.004615192303685693,0.06459999999999988
2,16,phase_flip,0.002,0.8782,0.008105553651663775,0.8782,0.008105553651663823,0.12180000000000002
2,16,phase_flip,0.005,0.7333999999999999,0.01517563837207519,0.7333999999999999,0.0151756383720752,0.26660000000000006
2,16,phase_flip,0.01,0.5542,0.01336787193236083,0.5542,0.01336787193236083,0.4458
2,16,phase_flip,0.02,0.3546,0.013813037319865593,0.3546,0.013813037319865551,0.6454
2,16,phase_flip,0.05,0.24500000000000002,0.008717797887081357,0.24500000000000002,0.008717797887081357,0.755
2,16,phase_flip,0.1,0.2384,0.008876936408468853,0.2384,0.008876936408468816,0.7616
2,16,readout,0.0,1.0,0.0,1.0,0.0,0.0
2,16,readout,0.001,0.9978,0.0013038404810405213,0.9978,0.0013038404810405213,0.0021999999999999797
2,16,readout,0.002,0.9964000000000001,0.002073644135332786,0.9964000000000001,0.002073644135332786,0.0035999999999999366
2,16,readout,0.005,0.99,0.0025495097567963944,0.99,0.0025495097567963944,0.010000000000000009
2,16,readout,0.01,0.9804,0.007266360849833971,0.9804,0.007266360849833971,0.01959999999999995
2,16,readout,0.02,0.9640000000000001,0.005244044240850744,0.9640000000000001,0.005244044240850744,0.03599999999999992
2,16,readout,0.05,0.9024000000000001,0.0068044103344816155,0.9024000000000001,0.006804410334481626,0.09759999999999991
2,16,readout,0.1,0.806,0.011135528725660036,0.806,0.011135528725659948,0.19399999999999995
2,16,thermal,0.0,1.0,0.0,1.0,0.0,0.0
2,16,thermal,0.001,0.9996,0.0005477225575052004,0.9996,0.0005477225575052004,0.00039999999999995595
2,16,thermal,0.002,0.9991999999999999,0.000447213595499963,0.9991999999999999,0.000447213595499963,0.0008000000000001339
2,16,thermal,0.005,0.9970000000000001,0.001581138830084216,0.9970000000000001,0.001581138830084216,0.0029999999999998916
2,16,thermal,0.01,0.9954000000000001,0.0011401754250991486,0.9954000000000001,0.0011401754250991486,0.0045999999999999375
2,16,thermal,0.02,0.9898,0.002588435821108955,0.9898,0.002588435821108955,0.010199999999999987
2,16,thermal,0.05,0.9718,0.0025884358211089296,0.9718,0.0025884358211089296,0.028200000000000003
2,16,thermal,0.1,0.953,0.003741657386773948,0.953,0.003741657386773948,0.04700000000000004
2,32,bit_flip,0.0,1.0,0.0,1.0,0.0,0.0
2,32,bit_flip,0.001,0.8804000000000001,0.007924645102463603,0.8804000000000001,0.00792464510246359,0.11959999999999993
2,32,bit_flip,0.002,0.7796000000000001,0.012915107432770379,0.7796000000000001,0.01291510743277034,0.22039999999999993
2,32,bit_flip,0.005,0.5594,0.011717508267545562,0.5593999999999999,0.01171750826754556,0.4406
2,32,bit_flip,0.01,0.3626,0.015323185047502371,0.3625999999999999,0.015323185047502349,0.6374
2,32,bit_flip,0.02,0.259,0.007416198487095666,0.259,0.007416198487095712,0.741
2,32,bit_flip,0.05,0.2384,0.008876936408468853,0.2384,0.008876936408468816,0.7616
2,32,bit_flip,0.1,0.23820000000000002,0.009121403400793104,0.23819999999999997,0.009121403400793059,0.7618
2,32,depolarizing,0.0,1.0,0.0,1.0,0.0,0.0
2,32,depolarizing,0.001,0.8932,0.005761944116355209,0.8932,0.005761944116355095,0.1068
2,32,depolarizing,0.002,0.8056000000000001,0.011760102040373595,0.8056000000000001,0.011760102040373617,0.1943999999999999
2,32,depolarizing,0.005,0.5982,0.013935566009315876,0.5982000000000001,0.01393556600931588,0.40180000000000005
2,32,depolarizing,0.01,0.3948,0.017005881335585064,0.39479999999999993,0.017005881335585022,0.6052
2,32,depolarizing,0.02,0.27060000000000006,0.0073688533707762195,0.2706,0.007368853370776297,0.7293999999999999
2,32,depolarizing,0.05,0.2384,0.008876936408468853,0.2384,0.008876936408468816,0.7616
2,32,depolarizing,0.1,0.23820000000000002,0.009121403400793104,0.23819999999999997,0.009121403400793059,0.7618
2,32,phase_flip,0.0,1.0,0.0,1.0,0.0,0.0
2,32,phase_flip,0.001,0.8804000000000001,0.007924645102463603,0.8804000000000001,0.00792464510246359,0.11959999999999993
2,32,phase_flip,0.002,0.7796000000000001,0.012915107432770379,0.7796000000000001,0.01291510743277034,0.22039999999999993
2,32,phase_flip,0.005,0.5594,0.011717508267545562,0.5593999999999999,0.01171750826754556,0.4406
2,32,phase_flip,0.01,0.3626,0.015323185047502371,0.3625999999999999,0.015323185047502349,0.6374
2,32,phase_flip,0.02,0.259,0.007416198487095666,0.259,0.007416198487095712,0.741
2,32,phase_flip,0.05,0.2384,0.008876936408468853,0.2384,0.008876936408468816,0.7616
2,32,phase_flip,0.1,0.23820000000000002,0.009121403400793104,0.23819999999999997,0.009121403400793059,0.7618
2,32,readout,0.0,1.0,0.0,1.0,0.0,0.0
2,32,readout,0.001,0.9978,0.0013038404810405213,0.9978,0.0013038404810405213,0.0021999999999999797
2,32,readout,0.002,0.9964000000000001,0.002073644135332786,0.9964000000000001,0.002073644135332786,0.0035999999999999366
2,32,readout,0.005,0.99,0.0025495097567963944,0.99,0.0025495097567963944,0.010000000000000009
2,32,readout,0.01,0.9804,0.007266360849833971,0.9804,0.007266360849833971,0.01959999999999995
2,32,readout,0.02,0.9640000000000001,0.005244044240850744,0.9640000000000001,0.005244044240850744,0.03599999999999992
2,32,readout,0.05,0.9024000000000001,0.0068044103344816155,0.9024000000000001,0.006804410334481626,0.09759999999999991
2,32,readout,0.1,0.806,0.011135528725660036,0.806,0.011135528725659948,0.19399999999999995
2,32,thermal,0.0,1.0,0.0,1.0,0.0,0.0
2,32,thermal,0.001,0.9994,0.0005477225575051843,0.9994,0.0005477225575051843,0.0006000000000000449
2,32,thermal,0.002,0.9972,0.0013038404810405539,0.9972,0.0013038404810405539,0.0028000000000000247
2,32,thermal,0.005,0.9955999999999999,0.001341640786499893,0.9955999999999999,0.001341640786499893,0.0044000000000000705
2,32,thermal,0.01,0.9898,0.002588435821108955,0.9898,0.002588435821108955,0.010199999999999987
2,32,thermal,0.02,0.9795999999999999,0.0034351128074635276,0.9795999999999999,0.0034351128074635276,0.020400000000000085
2,32,thermal,0.05,0.9533999999999999,0.003507135583350066,0.9533999999999999,0.0035071355833500633,0.046600000000000086
2,32,thermal,0.1,0.917,0.002121320343559651,0.917,0.002121320343559651,0.08299999999999996
3,1,bit_flip,0.0,1.0,0.0,1.0,0.0,0.0
3,1,bit_flip,0.001,0.9945999999999999,0.001341640786499824,0.9945999999999999,0.001341640786499824,0.005400000000000071
3,1,bit_flip,0.002,0.9853999999999999,0.003847076812334271,0.9853999999999999,0.003847076812334271,0.014600000000000057
3,1,bit_flip,0.005,0.9662,0.001483239697419098,0.9662,0.001483239697419098,0.03380000000000005
3,1,bit_flip,0.01,0.9398,0.004969909455915654,0.9398,0.004969909455915553,0.06020000000000003
3,1,bit_flip,0.02,0.885,0.008154753215150037,0.885,0.008154753215149966,0.11499999999999999
3,1,bit_flip,0.05,0.7386,0.01628803241647069,0.7386,0.016288032416470657,0.26139999999999997
3,1,bit_flip,0.1,0.536,0.012806248474865719,0.5360000000000001,0.01280624847486563,0.46399999999999997
3,1,depolarizing,0.0,1.0,0.0,1.0,0.0,0.0
3,1,depolarizing,0.001,0.99,0.0029154759474226528,0.99,0.0029154759474226528,0.010000000000000009
3,1,depolarizing,0.002,0.9795999999999999,0.0034351128074635276,0.9795999999999999,0.0034351128074635276,0.020400000000000085
