qubits,depth,noise_model,gate_count,noise_probability,shots,seed,success_probability,error_rate,fidelity,counts,repetition
6,32,bit_flip,716,0.005,1000,2,0.094,0.906,0.09399999999999999,"{'100101': 3, '001110': 19, '111011': 9, '100100': 14, '001101': 11, '111100': 16, '011110': 27, '111010': 9, '001111': 28, '100110': 8, '100011': 11, '001100': 26, '111101': 15, '000000': 94, '110111': 13, '100111': 10, '001010': 7, '111111': 30, '100001': 11, '010011': 10, '010000': 31, '101010': 5, '110110': 13, '000001': 29, '011111': 18, '101101': 6, '000100': 32, '110011': 11, '100010': 9, '001011': 14, '111110': 24, '110101': 4, '000010': 27, '101011': 8, '110001': 7, '101111': 9, '000110': 24, '111001': 12, '000011': 26, '110100': 11, '101100': 11, '001001': 8, '111000': 19, '100000': 19, '010001': 22, '000111': 17, '110000': 19, '010111': 20, '001000': 19, '011000': 17, '101000': 16, '011011': 8, '101110': 10, '110010': 11, '000101': 12, '010110': 9, '011101': 11, '010100': 10, '011001': 12, '010010': 8, '011010': 9, '011100': 18, '010101': 4}",2
6,32,bit_flip,716,0.005,1000,3,0.09,0.91,0.09,"{'101011': 4, '110101': 2, '000010': 21, '011100': 19, '000000': 90, '110111': 10, '101000': 15, '011010': 6, '011110': 26, '100110': 7, '111010': 9, '001111': 26, '110100': 9, '101100': 7, '000011': 23, '010110': 12, '010100': 18, '011011': 12, '001000': 28, '001101': 9, '100100': 13, '111100': 18, '011000': 21, '100000': 31, '001110': 20, '111011': 9, '100101': 5, '101101': 4, '110011': 13, '000100': 27, '001010': 11, '111111': 31, '100001': 12, '110110': 7, '101010': 10, '000001': 29, '111110': 19, '100010': 8, '001011': 13, '010111': 11, '001100': 27, '100011': 10, '111101': 13, '111000': 25, '000101': 17, '101110': 5, '110010': 9, '111001': 11, '000111': 25, '110000': 22, '001001': 9, '010001': 10, '011111': 20, '010010': 14, '101111': 8, '000110': 15, '110001': 10, '011101': 11, '010011': 7, '011001': 20, '010000': 19, '101001': 14, '010101': 6, '100111': 8}",3
6,32,bit_flip,716,0.005,1000,4,0.109,0.891,0.10900000000000001,"{'101011': 4, '110101': 6, '000010': 18, '100001': 11, '111111': 32, '001010': 12, '110010': 11, '101110': 15, '000101': 10, '110111': 7, '000000': 109, '110000': 28, '000111': 25, '100110': 9, '001111': 25, '111010': 17, '011010': 8, '000001': 22, '101010': 3, '110110': 13, '011110': 21, '011101': 10, '011000': 16, '001101': 11, '111100': 24, '100100': 16, '011111': 26, '001000': 31, '100000': 22, '111001': 15, '100101': 6, '001110': 19, '111011': 15, '110011': 11, '101101': 5, '000100': 15, '010011': 11, '111000': 15, '011001': 4, '000110': 33, '101111': 14, '110001': 12, '100111': 14, '100011': 10, '001100': 20, '111101': 10, '010000': 28, '010100': 11, '110100': 6, '000011': 18, '101100': 10, '111110': 15, '001011': 7, '100010': 16, '010010': 11, '011100': 18, '010111': 10, '010001': 7, '101000': 7, '011011': 11, '101001': 5, '010110': 12, '001001': 13, '010101': 4}",4
6,32,bit_flip,716,0.01,1000,0,0.019,0.981,0.019,"{'101110': 16, '000101': 14, '110010': 23, '111001': 13, '001111': 14, '100110': 16, '111010': 12, '100111': 14, '011011': 24, '101011': 15, '000010': 17, '110101': 16, '100011': 13, '111101': 13, '001100': 16, '010110': 17, '000110': 15, '101111': 19, '110001': 20, '100010': 15, '111110': 22, '001011': 13, '001000': 18, '111100': 13, '001101': 13, '100100': 20, '001010': 14, '111111': 20, '100001': 19, '110100': 14, '101100': 12, '000011': 23, '010101': 9, '010011': 17, '010010': 19, '011010': 14, '110011': 11, '000100': 16, '101101': 9, '110111': 16, '000000': 19, '011101': 21, '011100': 19, '101000': 12, '011110': 26, '110110': 17, '000001': 19, '101010': 14, '011000': 19, '111011': 13, '001110': 17, '100101': 11, '010001': 7, '110000': 10, '000111': 17, '011111': 11, '010111': 15, '001001': 14, '111000': 7, '010100': 8, '100000': 16, '011001': 21, '101001': 18, '010000': 15}",0
6,32,bit_flip,716,0.01,1000,1,0.024,0.976,0.024,"{'000010': 18, '110101': 12, '101011': 15, '010011': 12, '011001': 16, '101111': 15, '110001': 15, '000110': 15, '100110': 12, '111010': 17, '001111': 18, '010010': 14, '011110': 28, '010000': 19, '111110': 17, '001011': 15, '100010': 15, '011100': 23, '110000': 23, '000111': 22, '100001': 16, '111111': 26, '001010': 13, '000011': 13, '101100': 15, '110100': 8, '100000': 25, '011101': 23, '011010': 10, '010111': 12, '100101': 16, '111011': 10, '001110': 19, '100111': 18, '011011': 19, '010001': 8, '111100': 15, '100100': 20, '001101': 14, '011111': 22, '010110': 18, '100011': 14, '001100': 26, '111101': 15, '101101': 12, '110011': 15, '000100': 20, '000001': 7, '101010': 10, '110110': 7, '001000': 14, '101000': 17, '110111': 12, '000000': 24, '010100': 11, '000101': 12, '101110': 14, '110010': 8, '011000': 17, '111000': 16, '101001': 18, '001001': 7, '111001': 14, '010101': 9}",1
6,32,bit_flip,716,0.01,1000,2,0.028,0.972,0.028,"{'100101': 10, '001110': 14, '111011': 14, '110011': 12, '000100': 17, '101101': 20, '001101': 13, '111100': 16, '100100': 16, '110100': 17, '101100': 8, '000011': 15, '100011': 17, '001100': 20, '111101': 15, '110111': 18, '000000': 28, '110110': 17, '101010': 12, '000001': 19, '101000': 12, '011011': 14, '010011': 18, '010010': 17, '010111': 16, '011000': 21, '001011': 12, '100010': 13, '111110': 24, '110001': 12, '101111': 20, '000110': 16, '100001': 11, '001010': 21, '111111': 17, '111001': 18, '101011': 14, '110101': 12, '000010': 15, '010100': 15, '010000': 14, '111000': 14, '111010': 11, '001111': 11, '100110': 14, '001001': 16, '011001': 23, '110000': 16, '000111': 21, '011110': 18, '011101': 24, '100000': 23, '010110': 22, '010001': 13, '101001': 14, '011100': 12, '011111': 14, '001000': 19, '110010': 13, '000101': 17, '101110': 8, '011010': 13, '010101': 8, '100111': 6}",2
6,32,bit_flip,716,0.01,1000,3,0.03,0.97,0.03,"{'001001': 11, '111111': 23, '001010': 14, '100001': 16, '000000': 30, '110111': 14, '100000': 20, '010110': 20, '110000': 10, '000111': 14, '111101': 10, '001100': 19, '100011': 18, '110011': 14, '000100': 20, '101101': 14, '011100': 19, '001000': 20, '111010': 14, '100110': 16, '001111': 18, '001101': 12, '100100': 15, '111100': 22, '011111': 23, '011101': 17, '000010': 10, '110101': 11, '101011': 11, '010111': 11, '101000': 16, '110110': 9, '000001': 19, '101010': 12, '110001': 11, '101111': 10, '000110': 18, '010010': 25, '111000': 22, '101100': 14, '000011': 13, '110100': 17, '101001': 10, '111001': 14, '011011': 16, '010000': 18, '101110': 27, '000101': 13, '110010': 16, '100111': 16, '011010': 22, '111011': 9, '100101': 11, '001110': 20, '001011': 17, '100010': 12, '111110': 17, '011000': 12, '010101': 11, '010001': 14, '011110': 20, '010011': 11, '010100': 14, '011001': 8}",3
6,32,bit_flip,716,0.01,1000,4,0.032,0.968,0.032,"{'101111': 15, '000110': 13, '110001': 20, '001000': 15, '110111': 11, '000000': 32, '010001': 15, '000111': 9, '110000': 23, '111110': 20, '100010': 11, '001011': 12, '111011': 20, '100101': 13, '001110': 17, '111001': 20, '010111': 10, '011111': 8, '000001': 19, '101010': 21, '110110': 17, '111101': 9, '001100': 24, '100011': 16, '011110': 16, '001010': 9, '100001': 16, '111111': 18, '100110': 16, '111010': 23, '001111': 22, '100100': 14, '111100': 16, '001101': 23, '100111': 9, '101011': 10, '110101': 12, '000010': 26, '001001': 10, '011011': 17, '111000': 13, '000100': 14, '101101': 11, '110011': 16, '000101': 12, '110010': 17, '101110': 8, '010100': 15, '110100': 15, '101100': 18, '000011': 19, '011001': 11, '100000': 17, '011000': 22, '011100': 16, '010010': 13, '010110': 20, '011010': 12, '010101': 10, '011101': 15, '101000': 15, '010011': 12, '101001': 14, '010000': 18}",4
6,32,bit_flip,716,0.02,1000,0,0.015,0.985,0.015,"{'110001': 14, '101111': 21, '000110': 13, '001111': 13, '100110': 25, '111010': 13, '101000': 13, '000101': 15, '101110': 11, '110010': 27, '011101': 20, '000010': 15, '101011': 22, '110101': 21, '111000': 9, '111011': 15, '100101': 14, '001110': 16, '011000': 15, '100100': 14, '111100': 14, '001101': 11, '001001': 22, '110100': 15, '101100': 14, '000011': 16, '011100': 26, '111101': 10, '001100': 15, '100011': 19, '100111': 15, '111001': 13, '101101': 13, '110011': 15, '000100': 21, '010111': 11, '010101': 17, '010100': 20, '101010': 17, '110110': 18, '000001': 10, '011110': 16, '100010': 14, '001011': 14, '111110': 23, '010001': 13, '101001': 16, '100000': 19, '011111': 23, '011001': 20, '111111': 16, '100001': 10, '001010': 12, '011010': 19, '110111': 11, '000000': 15, '010011': 7, '000111': 15, '110000': 12, '011011': 17, '010110': 12, '010000': 17, '010010': 12, '001000': 9}",0
6,32,bit_flip,716,0.02,1000,1,0.013,0.987,0.012999999999999998,"{'010101': 12, '011010': 15, '010000': 14, '010100': 16, '101110': 15, '000101': 18, '110010': 16, '000011': 17, '110100': 9, '101100': 19, '011011': 20, '011111': 25, '001000': 20, '010001': 17, '111100': 15, '001101': 22, '100100': 15, '011110': 28, '010010': 15, '100011': 16, '111101': 20, '001100': 15, '001001': 19, '001010': 5, '111111': 25, '100001': 25, '011100': 10, '011000': 10, '101000': 21, '000110': 11, '110001': 15, '101111': 16, '011101': 23, '010011': 8, '100110': 20, '111010': 17, '001111': 18, '100000': 19, '000010': 8, '110101': 13, '101011': 15, '101010': 20, '000001': 11, '110110': 10, '111011': 8, '100101': 19, '001110': 19, '100111': 14, '101001': 16, '000100': 12, '101101': 16, '110011': 14, '010110': 11, '001011': 10, '111110': 9, '100010': 15, '011001': 14, '110111': 14, '000000': 13, '111000': 13, '110000': 17, '000111': 12, '111001': 17, '010111': 19}",1
6,32,bit_flip,716,0.02,1000,2,0.015,0.985,0.015,"{'001111': 12, '100110': 17, '111010': 11, '001110': 15, '100101': 16, '111011': 14, '000011': 14, '110100': 20, '101100': 11, '110011': 11, '101101': 16, '000100': 14, '100100': 17, '001101': 17, '111100': 15, '110111': 17, '000000': 15, '101011': 21, '110101': 15, '000010': 13, '101001': 12, '011100': 14, '010101': 19, '010100': 19, '011000': 17, '011010': 16, '100010': 14, '001011': 18, '111110': 20, '110000': 15, '000111': 17, '110110': 19, '101010': 13, '000001': 20, '100011': 12, '001100': 20, '111101': 18, '100001': 18, '001010': 20, '111111': 16, '000110': 13, '110001': 12, '101111': 21, '111001': 19, '010110': 14, '010010': 12, '110010': 16, '101110': 11, '000101': 17, '001000': 18, '111000': 12, '011001': 17, '100111': 15, '011011': 26, '001001': 10, '011111': 22, '010000': 12, '100000': 11, '010011': 13, '010111': 21, '011110': 16, '011101': 14, '010001': 11, '101000': 9}",2
6,32,bit_flip,716,0.02,1000,3,0.018,0.982,0.018000000000000002,"{'111110': 13, '100010': 19, '001011': 11, '011000': 22, '001001': 13, '111111': 21, '001010': 12, '100001': 18, '001101': 19, '111100': 16, '100100': 18, '110010': 16, '000101': 18, '101110': 31, '000000': 18, '110111': 19, '011110': 18, '011101': 22, '111101': 13, '001100': 21, '100011': 13, '010000': 17, '001110': 11, '100101': 18, '111011': 14, '100000': 18, '100111': 17, '000011': 9, '110100': 17, '101100': 13, '101001': 16, '110101': 15, '000010': 13, '101011': 17, '110000': 8, '000111': 20, '010100': 25, '101000': 15, '110110': 8, '101010': 14, '000001': 20, '111000': 20, '000110': 11, '110001': 11, '101111': 15, '111001': 14, '010001': 16, '010010': 14, '011111': 17, '011011': 17, '001000': 16, '000100': 10, '101101': 11, '110011': 16, '011100': 14, '011010': 13, '001111': 16, '100110': 15, '111010': 14, '010111': 15, '010011': 15, '010101': 12, '010110': 14, '011001': 8}",3
6,32,bit_flip,716,0.02,1000,4,0.019,0.981,0.019,"{'001000': 8, '010011': 15, '000111': 13, '110000': 18, '010000': 19, '001001': 13, '101010': 18, '110110': 19, '000001': 18, '101110': 12, '000101': 13, '110010': 25, '111100': 13, '100100': 15, '001101': 18, '111001': 22, '011001': 14, '001010': 13, '111111': 16, '100001': 9, '001110': 22, '111011': 22, '100101': 14, '011111': 17, '110101': 14, '000010': 18, '101011': 25, '100111': 17, '100110': 15, '111010': 19, '001111': 19, '101000': 15, '111000': 15, '101100': 13, '110100': 16, '000011': 22, '100010': 18, '111110': 19, '001011': 7, '011100': 18, '100000': 8, '101101': 17, '000100': 16, '110011': 15, '000000': 19, '110111': 12, '010001': 18, '000110': 12, '110001': 20, '101111': 13, '010101': 14, '011010': 16, '011101': 14, '111101': 9, '001100': 11, '100011': 12, '010100': 14, '010111': 14, '011011': 11, '010110': 15, '011000': 20, '101001': 12, '011110': 17, '010010': 15}",4
6,32,bit_flip,716,0.05,1000,0,0.015,0.985,0.015,"{'110001': 14, '101111': 21, '000110': 16, '111001': 14, '101000': 15, '000101': 13, '101110': 11, '110010': 27, '011101': 23, '000010': 13, '101011': 21, '110101': 21, '111000': 9, '111011': 15, '100101': 15, '001110': 17, '011000': 15, '100100': 15, '111100': 14, '001101': 10, '001001': 23, '110100': 15, '101100': 14, '000011': 17, '111010': 12, '001111': 13, '100110': 23, '011100': 22, '111101': 10, '001100': 16, '100011': 18, '100111': 15, '101101': 14, '110011': 15, '000100': 21, '010111': 11, '010101': 17, '010100': 20, '101010': 17, '110110': 18, '000001': 10, '011110': 16, '100010': 13, '001011': 14, '111110': 23, '010001': 13, '101001': 16, '100000': 18, '011111': 23, '011001': 21, '111111': 16, '100001': 13, '001010': 11, '011010': 17, '110111': 11, '000000': 15, '010011': 7, '000111': 12, '110000': 12, '011011': 18, '010000': 15, '010110': 12, '010010': 13, '001000': 11}",0
6,32,bit_flip,716,0.05,1000,1,0.013,0.987,0.012999999999999998,"{'010101': 13, '011010': 15, '010000': 15, '010100': 17, '101110': 15, '000101': 15, '110010': 16, '000011': 17, '110100': 10, '101100': 19, '011011': 21, '011111': 23, '001000': 19, '010010': 16, '111100': 15, '001101': 21, '100100': 15, '011110': 26, '001001': 18, '100011': 17, '111101': 20, '001100': 14, '111111': 23, '001010': 8, '100001': 25, '011100': 9, '011000': 10, '101000': 20, '000110': 15, '110001': 15, '101111': 16, '011101': 23, '010011': 7, '100110': 21, '111010': 17, '001111': 17, '100000': 23, '000010': 8, '110101': 13, '101011': 15, '010001': 14, '101010': 22, '000001': 11, '110110': 10, '111011': 8, '100101': 19, '001110': 21, '100111': 14, '101001': 15, '000100': 11, '110011': 13, '101101': 16, '010110': 11, '001011': 10, '111110': 11, '100010': 14, '011001': 14, '110111': 14, '000000': 13, '111000': 13, '110000': 17, '000111': 11, '111001': 17, '010111': 19}",1
6,32,bit_flip,716,0.05,1000,2,0.014,0.986,0.014,"{'001111': 11, '111010': 11, '100110': 19, '000011': 14, '110100': 20, '101100': 13, '110011': 11, '101101': 16, '000100': 14, '100100': 15, '001101': 17, '111100': 15, '000000': 14, '110111': 17, '110110': 19, '101010': 14, '000001': 19, '100101': 17, '001110': 16, '111011': 14, '101011': 20, '110101': 15, '000010': 15, '101001': 11, '011100': 16, '010101': 20, '010100': 21, '011000': 24, '011010': 18, '100010': 17, '001011': 15, '111110': 20, '110000': 15, '000111': 18, '100011': 11, '001100': 22, '111101': 18, '100001': 17, '001010': 21, '111111': 16, '000110': 11, '110001': 12, '101111': 21, '111001': 18, '010110': 14, '010010': 12, '110010': 16, '101110': 11, '000101': 17, '001000': 17, '111000': 13, '011001': 16, '100111': 15, '011011': 24, '001001': 11, '011111': 25, '010001': 12, '100000': 11, '010011': 9, '010111': 14, '011110': 11, '011101': 14, '010000': 12, '101000': 8}",2
6,32,bit_flip,716,0.05,1000,3,0.017,0.983,0.017000000000000005,"{'111110': 13, '100010': 20, '001011': 12, '011000': 24, '001001': 14, '111111': 21, '001010': 12, '100001': 19, '001101': 21, '111100': 16, '100100': 17, '110010': 17, '000101': 18, '101110': 30, '000000': 17, '110111': 20, '011110': 17, '011101': 23, '111101': 13, '001100': 19, '100011': 13, '010000': 19, '001110': 11, '100101': 17, '111011': 14, '100000': 16, '100111': 18, '000011': 8, '110100': 17, '101100': 12, '101001': 17, '110101': 15, '000010': 14, '101011': 19, '001000': 16, '010100': 26, '101000': 15, '110110': 8, '101010': 12, '000001': 20, '111000': 19, '000110': 11, '110001': 10, '101111': 16, '111001': 14, '010001': 15, '010010': 12, '011111': 19, '110000': 8, '000111': 18, '011011': 19, '000100': 11, '101101': 12, '110011': 16, '011100': 12, '011010': 11, '001111': 14, '100110': 15, '111010': 14, '010111': 13, '010011': 17, '010101': 12, '010110': 14, '011001': 8}",3
6,32,bit_flip,716,0.05,1000,4,0.018,0.982,0.018000000000000002,"{'001000': 9, '010011': 16, '000111': 13, '110000': 18, '010000': 18, '001001': 12, '101010': 17, '110110': 19, '000001': 19, '101110': 11, '000101': 14, '110010': 25, '111100': 13, '100100': 14, '001101': 16, '111001': 22, '011001': 13, '001010': 13, '111111': 16, '100001': 9, '001110': 23, '111011': 22, '100101': 15, '011111': 17, '110101': 14, '000010': 15, '101011': 25, '100111': 18, '100110': 15, '111010': 19, '001111': 21, '101000': 13, '111000': 15, '101100': 14, '110100': 16, '000011': 25, '100010': 14, '111110': 19, '001011': 7, '011100': 18, '101101': 17, '000100': 14, '110011': 15, '000000': 18, '110111': 12, '010001': 17, '000110': 12, '110001': 20, '101111': 14, '010110': 16, '011010': 18, '011101': 13, '111101': 9, '001100': 11, '100011': 16, '010100': 13, '010111': 12, '011011': 10, '100000': 9, '011000': 21, '010101': 14, '101001': 14, '011110': 17, '010010': 16}",4
6,32,bit_flip,716,0.1,1000,0,0.015,0.985,0.015,"{'110001': 14, '101111': 21, '000110': 16, '111001': 14, '101000': 15, '000101': 13, '101110': 11, '110010': 27, '011101': 23, '000010': 13, '101011': 21, '110101': 21, '111000': 9, '111011': 15, '100101': 15, '001110': 17, '011000': 15, '100100': 15, '111100': 14, '001101': 10, '001001': 23, '110100': 15, '101100': 14, '000011': 17, '111010': 12, '001111': 13, '100110': 23, '011100': 22, '111101': 10, '001100': 16, '100011': 18, '100111': 15, '101101': 14, '110011': 15, '000100': 21, '010111': 11, '010101': 17, '010100': 20, '101010': 17, '110110': 18, '000001': 10, '011110': 16, '100010': 13, '001011': 14, '111110': 23, '010001': 13, '101001': 16, '100000': 18, '011111': 23, '011001': 21, '111111': 16, '100001': 13, '001010': 11, '011010': 17, '110111': 11, '000000': 15, '010011': 7, '000111': 12, '110000': 12, '011011': 18, '010000': 15, '010110': 12, '010010': 13, '001000': 11}",0
6,32,bit_flip,716,0.1,1000,1,0.013,0.987,0.012999999999999998,"{'010101': 13, '011010': 15, '010000': 15, '010100': 17, '101110': 15, '000101': 15, '110010': 16, '000011': 17, '110100': 10, '101100': 19, '011011': 21, '011111': 23, '001000': 19, '010010': 16, '111100': 15, '001101': 21, '100100': 15, '011110': 26, '001001': 18, '100011': 17, '111101': 20, '001100': 14, '111111': 23, '001010': 8, '100001': 25, '011100': 9, '011000': 10, '101000': 20, '000110': 15, '110001': 15, '101111': 16, '011101': 23, '010011': 7, '100110': 21, '111010': 17, '001111': 17, '100000': 23, '000010': 8, '110101': 13, '101011': 15, '010001': 14, '101010': 22, '000001': 11, '110110': 10, '111011': 8, '100101': 19, '001110': 21, '100111': 14, '101001': 15, '000100': 11, '110011': 13, '101101': 16, '010110': 11, '001011': 10, '111110': 11, '100010': 14, '011001': 14, '110111': 14, '000000': 13, '111000': 13, '110000': 17, '000111': 11, '111001': 17, '010111': 19}",1
6,32,bit_flip,716,0.1,1000,2,0.014,0.986,0.014,"{'001111': 11, '111010': 11, '100110': 19, '000011': 14, '110100': 20, '101100': 13, '110011': 11, '101101': 16, '000100': 14, '100100': 15, '001101': 17, '111100': 15, '000000': 14, '110111': 17, '110110': 19, '101010': 14, '000001': 19, '100101': 17, '001110': 16, '111011': 14, '101011': 20, '110101': 15, '000010': 15, '101001': 11, '011100': 16, '010101': 20, '010100': 21, '011000': 24, '011010': 18, '100010': 17, '001011': 15, '111110': 20, '110000': 15, '000111': 18, '100011': 11, '001100': 22, '111101': 18, '100001': 17, '001010': 21, '111111': 16, '000110': 11, '110001': 12, '101111': 21, '111001': 18, '010110': 14, '010010': 12, '110010': 16, '101110': 11, '000101': 17, '001000': 17, '111000': 13, '011001': 16, '100111': 15, '011011': 24, '001001': 11, '011111': 25, '010001': 12, '100000': 11, '010011': 9, '010111': 14, '011110': 11, '011101': 14, '010000': 12, '101000': 8}",2
6,32,bit_flip,716,0.1,1000,3,0.017,0.983,0.017000000000000005,"{'111110': 13, '100010': 20, '001011': 12, '011000': 24, '001001': 14, '111111': 21, '001010': 12, '100001': 19, '001101': 21, '111100': 16, '100100': 17, '110010': 17, '000101': 18, '101110': 30, '000000': 17, '110111': 20, '011110': 17, '011101': 23, '111101': 13, '001100': 19, '100011': 13, '010000': 19, '001110': 11, '100101': 17, '111011': 14, '100000': 16, '100111': 18, '000011': 8, '110100': 17, '101100': 12, '101001': 17, '110101': 15, '000010': 14, '101011': 19, '001000': 16, '010100': 26, '101000': 15, '110110': 8, '101010': 12, '000001': 20, '111000': 19, '000110': 11, '110001': 10, '101111': 16, '111001': 14, '010001': 15, '010010': 12, '011111': 19, '110000': 8, '000111': 18, '011011': 19, '000100': 11, '101101': 12, '110011': 16, '011100': 12, '011010': 11, '001111': 14, '100110': 15, '111010': 14, '010111': 13, '010011': 17, '010101': 12, '010110': 14, '011001': 8}",3
6,32,bit_flip,716,0.1,1000,4,0.018,0.982,0.018000000000000002,"{'001000': 9, '010011': 16, '000111': 13, '110000': 18, '010000': 18, '001001': 12, '101010': 17, '110110': 19, '000001': 19, '101110': 11, '000101': 14, '110010': 25, '111100': 13, '100100': 14, '001101': 16, '111001': 22, '011001': 13, '001010': 13, '111111': 16, '100001': 9, '001110': 23, '111011': 22, '100101': 15, '011111': 17, '110101': 14, '000010': 15, '101011': 25, '100111': 18, '100110': 15, '111010': 19, '001111': 21, '101000': 13, '111000': 15, '101100': 14, '110100': 16, '000011': 25, '100010': 14, '111110': 19, '001011': 7, '011100': 18, '101101': 17, '000100': 14, '110011': 15, '000000': 18, '110111': 12, '010001': 17, '000110': 12, '110001': 20, '101111': 14, '010110': 16, '011010': 18, '011101': 13, '111101': 9, '001100': 11, '100011': 16, '010100': 13, '010111': 12, '011011': 10, '100000': 9, '011000': 21, '010101': 14, '101001': 14, '011110': 17, '010010': 16}",4
2,1,phase_flip,10,0.0,1000,0,1.0,0.0,1.0,{'00': 1000},0
2,1,phase_flip,10,0.0,1000,1,1.0,0.0,1.0,{'00': 1000},1
2,1,phase_flip,10,0.0,1000,2,1.0,0.0,1.0,{'00': 1000},2
2,1,phase_flip,10,0.0,1000,3,1.0,0.0,1.0,{'00': 1000},3
2,1,phase_flip,10,0.0,1000,4,1.0,0.0,1.0,{'00': 1000},4
2,1,phase_flip,10,0.001,1000,0,0.988,0.01200000000000001,0.988,"{'00': 988, '01': 7, '11': 1, '10': 4}",0
2,1,phase_flip,10,0.001,1000,1,0.989,0.01100000000000001,0.989,"{'00': 989, '11': 4, '01': 6, '10': 1}",1
2,1,phase_flip,10,0.001,1000,2,0.99,0.010000000000000009,0.99,"{'00': 990, '10': 2, '01': 4, '11': 4}",2
2,1,phase_flip,10,0.001,1000,3,0.994,0.006000000000000005,0.9939999999999999,"{'00': 994, '11': 2, '01': 3, '10': 1}",3
2,1,phase_flip,10,0.001,1000,4,0.994,0.006000000000000005,0.9939999999999999,"{'00': 994, '01': 3, '11': 3}",4
2,1,phase_flip,10,0.002,1000,0,0.983,0.017000000000000015,0.983,"{'00': 983, '01': 5, '10': 7, '11': 5}",0
2,1,phase_flip,10,0.002,1000,1,0.975,0.025000000000000022,0.975,"{'00': 975, '11': 5, '01': 14, '10': 6}",1
2,1,phase_flip,10,0.002,1000,2,0.984,0.016000000000000014,0.984,"{'00': 984, '01': 6, '11': 6, '10': 4}",2
2,1,phase_flip,10,0.002,1000,3,0.979,0.02100000000000002,0.9789999999999999,"{'00': 979, '01': 15, '11': 3, '10': 3}",3
2,1,phase_flip,10,0.002,1000,4,0.984,0.016000000000000014,0.984,"{'00': 984, '01': 10, '10': 3, '11': 3}",4
2,1,phase_flip,10,0.005,1000,0,0.956,0.04400000000000004,0.9559999999999998,"{'00': 956, '10': 10, '11': 12, '01': 22}",0
2,1,phase_flip,10,0.005,1000,1,0.955,0.04500000000000004,0.9550000000000001,"{'00': 955, '01': 17, '11': 14, '10': 14}",1
2,1,phase_flip,10,0.005,1000,2,0.956,0.04400000000000004,0.9559999999999998,"{'00': 956, '01': 24, '11': 12, '10': 8}",2
2,1,phase_flip,10,0.005,1000,3,0.96,0.040000000000000036,0.96,"{'00': 960, '10': 14, '11': 9, '01': 17}",3
2,1,phase_flip,10,0.005,1000,4,0.961,0.039000000000000035,0.9609999999999999,"{'00': 961, '10': 11, '01': 20, '11': 8}",4
2,1,phase_flip,10,0.01,1000,0,0.923,0.07699999999999996,0.9229999999999999,"{'00': 923, '11': 21, '01': 34, '10': 22}",0
2,1,phase_flip,10,0.01,1000,1,0.923,0.07699999999999996,0.9229999999999999,"{'00': 923, '10': 18, '01': 32, '11': 27}",1
2,1,phase_flip,10,0.01,1000,2,0.919,0.08099999999999996,0.9189999999999999,"{'00': 919, '01': 37, '10': 24, '11': 20}",2
2,1,phase_flip,10,0.01,1000,3,0.924,0.07599999999999996,0.924,"{'00': 924, '01': 36, '11': 23, '10': 17}",3
2,1,phase_flip,10,0.01,1000,4,0.922,0.07799999999999996,0.922,"{'00': 922, '11': 19, '01': 39, '10': 20}",4
2,1,phase_flip,10,0.02,1000,0,0.868,0.132,0.8679999999999999,"{'00': 868, '01': 57, '11': 43, '10': 32}",0
2,1,phase_flip,10,0.02,1000,1,0.855,0.14500000000000002,0.855,"{'00': 855, '11': 44, '01': 69, '10': 32}",1
2,1,phase_flip,10,0.02,1000,2,0.851,0.14900000000000002,0.851,"{'01': 70, '00': 851, '10': 36, '11': 43}",2
2,1,phase_flip,10,0.02,1000,3,0.854,0.14600000000000002,0.854,"{'00': 854, '01': 70, '10': 36, '11': 40}",3
2,1,phase_flip,10,0.02,1000,4,0.847,0.15300000000000002,0.847,"{'00': 847, '01': 77, '11': 39, '10': 37}",4
2,1,phase_flip,10,0.05,1000,0,0.678,0.32199999999999995,0.678,"{'01': 158, '10': 80, '00': 678, '11': 84}",0
2,1,phase_flip,10,0.05,1000,1,0.693,0.30700000000000005,0.693,"{'00': 693, '01': 146, '11': 86, '10': 75}",1
2,1,phase_flip,10,0.05,1000,2,0.677,0.32299999999999995,0.677,"{'11': 89, '00': 677, '01': 147, '10': 87}",2
2,1,phase_flip,10,0.05,1000,3,0.684,0.31599999999999995,0.684,"{'00': 684, '01': 149, '10': 81, '11': 86}",3
2,1,phase_flip,10,0.05,1000,4,0.656,0.344,0.6560000000000001,"{'00': 656, '01': 164, '10': 93, '11': 87}",4
2,1,phase_flip,10,0.1,1000,0,0.472,0.528,0.4719999999999999,"{'10': 156, '11': 133, '01': 239, '00': 472}",0
2,1,phase_flip,10,0.1,1000,1,0.458,0.542,0.45799999999999996,"{'00': 458, '10': 131, '01': 266, '11': 145}",1
2,1,phase_flip,10,0.1,1000,2,0.487,0.513,0.48699999999999993,"{'11': 151, '01': 215, '00': 487, '10': 147}",2
2,1,phase_flip,10,0.1,1000,3,0.477,0.523,0.47700000000000004,"{'01': 232, '00': 477, '10': 144, '11': 147}",3
2,1,phase_flip,10,0.1,1000,4,0.472,0.528,0.4719999999999999,"{'00': 472, '10': 158, '11': 156, '01': 214}",4
2,2,phase_flip,16,0.0,1000,0,1.0,0.0,1.0,{'00': 1000},0
2,2,phase_flip,16,0.0,1000,1,1.0,0.0,1.0,{'00': 1000},1
