qubits,depth,noise_model,noise_probability,mean_success,std_success,mean_fidelity,std_fidelity,mean_error_rate,success_ci,success_ci_lower,success_ci_upper
2,8,readout,0.002,0.9964000000000001,0.002073644135332786,0.9964000000000001,0.002073644135332786,0.0035999999999999366,0.0025743564943496245,0.9938256435056504,0.9989743564943497
2,8,readout,0.005,0.99,0.0025495097567963944,0.99,0.0025495097567963944,0.010000000000000009,0.0031651269800752092,0.9868348730199248,0.9931651269800752
2,8,readout,0.01,0.9804,0.007266360849833971,0.9804,0.007266360849833971,0.01959999999999995,0.009020932244507758,0.9713790677554923,0.9894209322445078
2,8,readout,0.02,0.9640000000000001,0.005244044240850744,0.9640000000000001,0.005244044240850744,0.03599999999999992,0.0065102970746349015,0.9574897029253652,0.970510297074635
2,8,readout,0.05,0.9024000000000001,0.0068044103344816155,0.9024000000000001,0.006804410334481626,0.09759999999999991,0.00844743687517109,0.893952563124829,0.9108474368751712
2,8,readout,0.1,0.806,0.011135528725660036,0.806,0.011135528725659948,0.19399999999999995,0.013824368513606678,0.7921756314863934,0.8198243685136067
2,8,thermal,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2,8,thermal,0.001,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2,8,thermal,0.002,0.9996,0.0005477225575052004,0.9996,0.0005477225575052004,0.00039999999999995595,0.0006799783525966527,0.9989200216474033,1.0
2,8,thermal,0.005,0.9987999999999999,0.0008366600265340829,0.9987999999999999,0.0008366600265340829,0.0012000000000000899,0.001038684090568455,0.9977613159094314,0.9998386840905684
2,8,thermal,0.01,0.9970000000000001,0.001581138830084216,0.9970000000000001,0.001581138830084216,0.0029999999999998916,0.0019629284245738883,0.9950370715754262,0.998962928424574
2,8,thermal,0.02,0.9954000000000001,0.0011401754250991486,0.9954000000000001,0.0011401754250991486,0.0045999999999999375,0.00141548781697337,0.9939845121830267,0.9968154878169734
2,8,thermal,0.05,0.9853999999999999,0.003847076812334271,0.9853999999999999,0.003847076812334271,0.014600000000000057,0.004776010988262068,0.9806239890117379,0.990176010988262
2,8,thermal,0.1,0.9709999999999999,0.002449489742783197,0.9709999999999999,0.002449489742783197,0.029000000000000137,0.0030409556392687054,0.9679590443607311,0.9740409556392686
2,16,bit_flip,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2,16,bit_flip,0.001,0.9354000000000001,0.004615192303685693,0.9354000000000001,0.004615192303685693,0.06459999999999988,0.0057295994414967135,0.9296704005585034,0.9411295994414969
2,16,bit_flip,0.002,0.8782,0.008105553651663775,0.8782,0.008105553651663823,0.12180000000000002,0.010062760686809556,0.8681372393131904,0.8882627606868095
2,16,bit_flip,0.005,0.7333999999999999,0.01517563837207519,0.7333999999999999,0.0151756383720752,0.26660000000000006,0.018840022997862856,0.7145599770021371,0.7522400229978627
2,16,bit_flip,0.01,0.5542,0.01336787193236083,0.5542,0.01336787193236083,0.4458,0.016595744341246062,0.5376042556587539,0.5707957443412461
2,16,bit_flip,0.02,0.3546,0.013813037319865593,0.3546,0.013813037319865551,0.6454,0.017148401562827927,0.3374515984371721,0.37174840156282796
2,16,bit_flip,0.05,0.24500000000000002,0.008717797887081357,0.24500000000000002,0.008717797887081357,0.755,0.010822840440475885,0.23417715955952415,0.25582284044047593
2,16,bit_flip,0.1,0.2384,0.008876936408468853,0.2384,0.008876936408468816,0.7616,0.011020405335558207,0.2273795946644418,0.2494204053355582
2,16,depolarizing,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
2,16,depolarizing,0.001,0.943,0.004636809247747821,0.943,0.004636809247747821,0.05700000000000005,0.005756436119683736,0.9372435638803163,0.9487564361196836
